title,source,search_query
Robust Factorization Methods Using a Gaussian/Uniform Mixture Model,Springer,QEM + Neural
Range data simplification for reverse engineering,Springer,QEM + Neural
Ambiguity and Ambiguity Aversion,Springer,QEM + Neural
Towards Automatic Generation of 3D Models of Biological Objects Based on Serial Sections,Springer,QEM + Neural
BIO-AEROSOL FLUORESCENCE,Springer,QEM + Neural
Meshes Simplification Based on Reverse Subdivision,Springer,QEM + Neural
The Growing Hierarchical Self-Organizing Feature Maps And Genetic Algorithms for Large Scale Power System Security,Springer,QEM + Neural
Methodological Developments and Applications,Springer,QEM + Neural
"Trihalomethanes in Drinking Water of Greater Québec Region (Canada): Occurrence, Variations and Modelling",Springer,QEM + Neural
Neuronale Netze für ein marktorientiertes Management,Springer,QEM + Neural
The Emergence of Interactivity,Springer,QEM + Neural
Experimental Tests of the Standard Model,Springer,QEM + Neural
"Abstracts submitted to the ninth biennial American motility society meeting September 28–October 1, 1996 Grand Traverse Resort, Traverse City, Michigan",Springer,QEM + Neural
"Abstracts of the Biomedical Engineering Society 1995 Annual Fall Meeting, October 6–8, 1995",Springer,QEM + Neural
Abstract,Springer,QEM + Neural
A Multidimensional Extension of Papoulis’ Generalized Sampling Expansion with the Application in Minimum Density Sampling,Springer,QEM + Neural
XXIIIrd European Symposium on Calcified Tissues,Springer,QEM + Neural
Ball lightning as observational evidence of the existence of lepto-nucleons and their clusters,Springer,QEM + Neural
Squamous Cell Carcinomas,Springer,QEM + Neural
Analytic Study of the Entrainment Patterns,Springer,QEM + Neural
Die Strahlentherapie der Struma maligna,Springer,QEM + Neural
Taxonomy of the infraspecific variability of cultivated plants,Springer,QEM + Neural
Photoperiod-dependent neural control of the activity of the neurosecretory canopy cell in the lateral lobes of the cerebral ganglia of the freshwater pulmonate Lymnaea stagnalis (L.),Springer,QEM + Neural
Thermal Homoiostasis Under Hypoxia In Man,Springer,QEM + Neural
Neurophysiological Aspects of Manned Extraterrestrial Space Flight,Springer,QEM + Neural
Elektrotherapie,Springer,QEM + Neural
Some Problems of Behaviour Relating to Space Flight,Springer,QEM + Neural
Experimentelle Beiträge zur Frage der Wirkung des Ultraschalles und der Wärme auf den Nerven,Springer,QEM + Neural
Untersuchungen über die Formbildung der Hautdrüsen bei Amphibien mit Hilfe heteroplastischer Transplantation zwischen Triton taeniatus und cristatus,Springer,QEM + Neural
Ätiologie und Pathogenese,Springer,QEM + Neural
Die Plasmastruktur vegetativ-nervöser Endformationen im nativen Einschlußpräparat,Springer,QEM + Neural
Die klinischen und diagnostischen Besonderheiten der idiopatisehen und sympatischen Gesichtsneuralgie,Springer,QEM + Neural
Klinische Studien zur Frage der Geltung des Bell-Magendieschen Gesetzes,Springer,QEM + Neural
Die Wohnung und die mit ihr zusammenhängenden Fragen der öffentlichen Gesundheitspflege,Springer,QEM + Neural
Functional Disturbances of Vestibular Origin of Significance in Space Flight,Springer,QEM + Neural
Organische Nervenkrankheiten,Springer,QEM + Neural
Abelmoschus,Springer,QEM + Neural
Symptomatische Blutveränderungen,Springer,QEM + Neural
Ulcuspersönlichkeit und Ulcuserlebnis,Springer,QEM + Neural
Vergiftungen,Springer,QEM + Neural
Über Einzel- und Kombinationswirkungen des kurzwelligen und langwelligen Ultravioletts bei Bestrahlung der menschlichen Haut,Springer,QEM + Neural
Biologie,Springer,QEM + Neural
"Neue Arzneimittel und Pharmazeutische Spezialitäten, einschließlich der neuen Drogen, Organ- und Serumpräparate, mit zahlreichen Vorschriften zu Ersatzmitteln und einer Erklärung der gebräuchlichsten medizinischen Kunstausdrücke",Springer,QEM + Neural
Adaptive neural network for quantum error mitigation,Springer,QEM + Neural Network
Learning Non-uniform Step Sizes for Neural Network Quantization,Springer,QEM + Neural Network
Artificial Neural Network (ANN) Based Prediction and Modeling of Fe(II) Adsorption from Contaminated Groundwater Using Deccan Hemp stem-Derived Activated Carbon,Springer,QEM + Neural Network
Echo-evolution data generation for quantum error mitigation via neural networks,Springer,QEM + Neural Network
Machine learning for practical quantum error mitigation,Springer,QEM + Neural Network
Construction control of cable-stayed bridge top push method based on BIM technology,Springer,QEM + Neural Network
On the Feasibility of Learning Bipolar Gradual Argumentation Semantics Using Neural Architectures,Springer,QEM + Neural Network
QDPformer: Quantum-Driven Workload Prediction Model Based on Transformer,Springer,QEM + Neural Network
Concise Plane Arrangements for Low-Poly Surface and Volume Modelling,Springer,QEM + Neural Network
Spot the spy: An online game for exploring question-asking in the wild,Springer,QEM + Neural Network
"Biomass-Based Iron Removal: Adsorption Kinetics, Isotherm and Machine Learning Modelling with Ocimum sanctum And Syzygium cumini",Springer,QEM + Neural Network
Hybrid quantum neural networks for efficient protein-ligand binding affinity prediction,Springer,QEM + Neural Network
Neural network based CT-Canny edge detector considering watermarking framework,Springer,QEM + Neural Network
3D model representation using space curves: an efficient mesh simplification method by exchanging triangulated mesh to space curves,Springer,QEM + Neural Network
Neural Error Mitigation of Near-Term Quantum Simulations,Springer,QEM + Neural Network
An overview of the quantum cognition research program,Springer,QEM + Neural Network
Attention-embedding mesh saliency,Springer,QEM + Neural Network
"Near-term quantum computing techniques: Variational quantum algorithms, error mitigation, circuit compilation, benchmarking and classical simulation",Springer,QEM + Neural Network
Exploring the effects of synthetic data generation: a case study on autonomous driving for semantic segmentation,Springer,QEM + Neural Network
Simulation of Quantum and Artificial Systems,Springer,QEM + Neural Network
Near-term applications of superconducting digital quantum simulation,Springer,QEM + Neural Network
Outpainting by Queries,Springer,QEM + Neural Network
A review of tunnel rockburst prediction methods based on static and dynamic indicators,Springer,QEM + Neural Network
Learning shape abstraction by cropping positive cuboid primitives with negative ones,Springer,QEM + Neural Network
Revisiting Point Cloud Simplification: A Learnable Feature Preserving Approach,Springer,QEM + Neural Network
A Review on Machine Learning Models in Forecasting of Virtual Power Plant Uncertainties,Springer,QEM + Neural Network
A digital twin modeling method for array antenna assembly performance real-time analysis,Springer,QEM + Neural Network
Quantum error-correction using humming sparrow optimization based self-adaptive deep cnn noise correction module,Springer,QEM + Neural Network
Improved Pattern Recognition—Quantum Machine Learning,Springer,QEM + Neural Network
Copy–move forgery detection in digital image forensics: A survey,Springer,QEM + Neural Network
Industrial progress with quantum algorithms: an in-depth review,Springer,QEM + Neural Network
Neural Watermarking for 3D Morphable Models,Springer,QEM + Neural Network
Interactive image segmentation based on multi-layer random forest classifiers,Springer,QEM + Neural Network
Robust zero-watermarking algorithm for diffusion-weighted images based on multiscale feature fusion,Springer,QEM + Neural Network
Tapping Potential of Water Drive Reservoir in Ultra High Water Cut Stage Based on Computer Image Recognition and Processing Technology,Springer,QEM + Neural Network
Copy-Move Forgery Detection Methods: A Critique,Springer,QEM + Neural Network
An adversarial bidirectional serial–parallel LSTM-based QTD framework for product quality prediction,Springer,QEM + Neural Network
Feature-preserving mesh simplification through anisotropic Nyquist-based adaptive sampling of points inside the segmented regions,Springer,QEM + Neural Network
Review and Development of Electric Motor Systems and Electric Powertrains for New Energy Vehicles,Springer,QEM + Neural Network
AI Architectures for Very Smart Sensors,Springer,QEM + Neural Network
"3D Data Representation, Storage and Processing",Springer,QEM + Neural Network
3D Mesh Watermarking Techniques,Springer,QEM + Neural Network
Review of research on high-speed railway subgrade settlement in soft soil area,Springer,QEM + Neural Network
LQ-Nets: Learned Quantization for Highly Accurate and Compact Deep Neural Networks,Springer,QEM + Neural Network
State of the Art,Springer,QEM + Neural Network
Neural information retrieval: at the end of the early years,Springer,QEM + Neural Network
Quadratic Error Minimization in a Distributed Environment with Privacy Preserving,Springer,QEM + Neural Network
Modification ratio estimation for a category of adaptive steganography,Springer,QEM + Neural Network
Linearized and non-linearized isotherm models comparative study on adsorption of aqueous phenol solution in soil,Springer,QEM + Neural Network
Towards Automatic Generation of 3D Models of Biological Objects Based on Serial Sections,Springer,QEM + Neural Network
BIO-AEROSOL FLUORESCENCE,Springer,QEM + Neural Network
The Growing Hierarchical Self-Organizing Feature Maps And Genetic Algorithms for Large Scale Power System Security,Springer,QEM + Neural Network
Neuronale Netze für ein marktorientiertes Management,Springer,QEM + Neural Network
The Emergence of Interactivity,Springer,QEM + Neural Network
"Abstracts of the Biomedical Engineering Society 1995 Annual Fall Meeting, October 6–8, 1995",Springer,QEM + Neural Network
Abstract,Springer,QEM + Neural Network
A Multidimensional Extension of Papoulis’ Generalized Sampling Expansion with the Application in Minimum Density Sampling,Springer,QEM + Neural Network
Smart Attica EDIH: A Paradigm for DIH Governance and a Novel Methodology for AI-Powered One-Stop-Shop Projects Design,Springer,QEM + AI
Construction control of cable-stayed bridge top push method based on BIM technology,Springer,QEM + AI
Spot the spy: An online game for exploring question-asking in the wild,Springer,QEM + AI
Hybrid quantum neural networks for efficient protein-ligand binding affinity prediction,Springer,QEM + AI
Fermion masses and mixings in the supersymmetric Pati-Salam landscape from Intersecting D6-Branes,Springer,QEM + AI
Quantum approximate optimization via learning-based adaptive optimization,Springer,QEM + AI
On the Feasibility of Learning Bipolar Gradual Argumentation Semantics Using Neural Architectures,Springer,QEM + AI
State-of-the-Art in Different Formulations of Super Convergent Mesh-Less Differential Quadrature Method,Springer,QEM + AI
Learning Non-uniform Step Sizes for Neural Network Quantization,Springer,QEM + AI
Improved Pattern Recognition—Quantum Machine Learning,Springer,QEM + AI
An overview of the quantum cognition research program,Springer,QEM + AI
"Near-term quantum computing techniques: Variational quantum algorithms, error mitigation, circuit compilation, benchmarking and classical simulation",Springer,QEM + AI
Near-term applications of superconducting digital quantum simulation,Springer,QEM + AI
Dark QCD perspective inspired by strong CP problem at QCD scale,Springer,QEM + AI
Industrial progress with quantum algorithms: an in-depth review,Springer,QEM + AI
Standard model symmetries and K(E10),Springer,QEM + AI
"Assessment of energy, exergy, environmental, and economic study of an evacuated tube solar dryer for drying Krishna Tulsi",Springer,QEM + AI
Artificial Neural Network (ANN) Based Prediction and Modeling of Fe(II) Adsorption from Contaminated Groundwater Using Deccan Hemp stem-Derived Activated Carbon,Springer,QEM + AI
Variational quantum eigensolver with linear depth problem-inspired ansatz for solving portfolio optimization in finance,Springer,QEM + AI
Axion couplings in grand unified theories,Springer,QEM + AI
Basic Principles of Classical Mechanics,Springer,QEM + AI
BBN photodisintegration constraints on gravitationally produced vector bosons,Springer,QEM + AI
Simulation of Quantum and Artificial Systems,Springer,QEM + AI
Scattering meets absorption in dark matter detection,Springer,QEM + AI
Preparation of graphene oxide/polyiminodiacetic acid resin as a high-performance adsorbent for Cu(II),Springer,QEM + AI
Quasiprobability decompositions with reduced sampling overhead,Springer,QEM + AI
The Effects of Temperature and Frequency on the Electrical and Dielectric Properties of Al2O3 Structure,Springer,QEM + AI
AI Architectures for Very Smart Sensors,Springer,QEM + AI
Bosonization of 2+1 dimensional fermions on the surface of topological insulators,Springer,QEM + AI
Alpha-alpha scattering in the Multiverse,Springer,QEM + AI
Aspects of the electroweak Skyrmion,Springer,QEM + AI
Structure Function of the Bound Proton in the Dressed-quark Exchange Formalism,Springer,QEM + AI
The complete search for the supersymmetric Pati-Salam models from intersecting D6-branes,Springer,QEM + AI
Quantum Poker—a game for quantum computers suitable for benchmarking error mitigation techniques on NISQ devices,Springer,QEM + AI
Progressive Furniture Model Decimation with Texture Preservation,Springer,QEM + AI
Error statistics and scalability of quantum error mitigation formulas,Springer,QEM + AI
"Magnetic moments of leptons, charged lepton flavor violations and dark matter phenomenology of a minimal radiative Dirac neutrino mass model",Springer,QEM + AI
The Bactrian effect: multiple resonances and light Dirac dark matter,Springer,QEM + AI
Hairy magnetic and dyonic black holes in the Standard Model,Springer,QEM + AI
A quadrature element formulation of geometrically nonlinear laminated composite shells incorporating thickness stretch and drilling rotation,Springer,QEM + AI
Flavor phenomenology of the leptoquark singlet-triplet model,Springer,QEM + AI
3D Mesh Watermarking Techniques,Springer,QEM + AI
"Beyond Standard Models and Grand Unifications: anomalies, topological terms, and dynamical constraints via cobordisms",Springer,QEM + AI
A First-Generation Scholar’s Camino de Conocimiento,Springer,QEM + AI
Magnetogenesis from a rotating scalar: à la scalar chiral magnetic effect,Springer,QEM + AI
Tampering detection using hybrid local and global features in wavelet-transformed space with digital images,Springer,QEM + AI
When freeze-out occurs due to a non-Boltzmann suppression: a study of degenerate dark sector,Springer,QEM + AI
B-decay anomalies and scalar leptoquarks in unified Pati-Salam models from noncommutative geometry,Springer,QEM + AI
Abstracts of the 20th Congress of the European Geriatric Medicine Society,Springer,QEM + AI
On the averages of generalized Hasse–Witt invariants of pointed stable curves in positive characteristic,Springer,QEM + AI
Neural information retrieval: at the end of the early years,Springer,QEM + AI
Evidence for a sublattice weak gravity conjecture,Springer,QEM + AI
Circuiti dinamici lineari a regime,Springer,QEM + AI
Learning of Web Quality Evaluation: A Case Study of Malaysia National Museum Web Site Using WebQEM Approach,Springer,QEM + AI
Electrochemical template synthesis of adherent polyaniline thin films with tubular structure,Springer,QEM + AI
The Eshelby Theorem and its Variants for Piezoelectric Media,Springer,QEM + AI
Наилучшие приближения функций полиномами по мультипликативным системам и обобщенная монотонность,Springer,QEM + AI
Intra graph clustering using collaborative similarity measure,Springer,QEM + AI
Materials and scaling effects on on-chip interconnect reliability,Springer,QEM + AI
Wilson loops and the geometry of matrix models in AdS4/CFT3,Springer,QEM + AI
Entwicklung eines Entscheidungsmodells zur mittelfristigen standortübergreifenden Programmplanung in flexiblen Produktionsnetzwerken der Automobilindustrie,Springer,QEM + AI
Strukturierung durch Relationen und Funktionen,Springer,QEM + AI
Proving Valid Quantified Boolean Formulas in HOL Light,Springer,QEM + AI
Beyond the Standard Model of Particle Physics,Springer,QEM + AI
The Constituent Quark Exchange Model for the Bound State Nucleons,Springer,QEM + AI
Anhang,Springer,QEM + AI
An improved mesh simplification method using additional attributes with optimal positioning,Springer,QEM + AI
Приближение функций многих переменных классов H p Ω полиномами по системе Хаара,Springer,QEM + AI
Local and singularity-free G 1 triangular spline surfaces using a minimum degree scheme,Springer,QEM + AI
Optical Properties of Semiconductors,Springer,QEM + AI
Robust Factorization Methods Using a Gaussian/Uniform Mixture Model,Springer,QEM + AI
Umsatzsteuerrecht,Springer,QEM + AI
Maß und Integral,Springer,QEM + AI
Ambiguity and Ambiguity Aversion,Springer,QEM + AI
Effectiveness of Add-On Low-Dose Diuretics in Combination Therapy for Hypertension: Losartan/Hydrochlorothiazide vs. Candesartan/Amlodipine,Springer,QEM + AI
A New Multistage Lattice Vector Quantization with Adaptive Subband Thresholding for Image Compression,Springer,QEM + AI
Elektrotechnik,Springer,QEM + AI
Security-Preserving Asymmetric Protocol Encapsulation,Springer,QEM + AI
"Signal assignment and secondary structure analysis of a uniformly [13C, 15N]-labeled membrane protein, H+-ATP synthase subunit c, by magic-angle spinning solid-state NMR",Springer,QEM + AI
"A Framework for Merging, Repairing and Querying Inconsistent Databases",Springer,QEM + AI
Generating high-quality discrete LOD meshes for 3D computer games in linear time,Springer,QEM + AI
Nelineinaya approksimatsiya po sisteme Khaara i modifikatsii funktsii,Springer,QEM + AI
I numeri naturali,Springer,QEM + AI
Evaluating the Efficacy of Corrosion Inhibitors in Automotive Gasolines,Springer,QEM + AI
Nitty-Gritties,Springer,QEM + AI
Soft-In Soft-Output Detection in the Presence of Parametric Uncertainty via the Bayesian EM Algorithm,Springer,QEM + AI
Complex Manifolds,Springer,QEM + AI
The complexity of dualisability: three-element unary algebras,Springer,QEM + AI
Endstation Amerika? Deutschland und die USA auf dem Weg in die postindustrielle Dienstleistungsgesellschaft,Springer,QEM + AI
Methodological Developments and Applications,Springer,QEM + AI
Full and strong dualisability: three-element unary algebras,Springer,QEM + AI
Residualgewinnbasierte Grundkonzeption der Wertmessung in Absatzkanälen,Springer,QEM + AI
Searches for Leptoquarks with the OPAL Detector at LEP,Springer,QEM + AI
Multiple Scattering of Water Waves by N Floating Bodies Using Boundary Integral Equation Methods,Springer,QEM + AI
Elements of Exterior Calculus and Symplectic Geometry,Springer,QEM + AI
Hamiltonian Systems for Geometric Optimal Control Problems,Springer,QEM + AI
Attainable Sets,Springer,QEM + AI
Smoothing Filters,Springer,QEM + AI
A Model Matching Solution of Robust Observer Design for Time-Delay Systems,Springer,QEM + AI
The Riccati Equation for the Second Fundamental Forms,Springer,QEM + AI
Semiparametric Versus Parametric Regression Analysis Based on the Bounded Cumulative Hazard Model: An Application to Breast Cancer Recurrence,Springer,QEM + AI
Second Order Optimality Conditions,Springer,QEM + AI
Development of Cu(InGa)Se2 Thin-Film Solar Cells,Springer,QEM + AI
Die Maxwell’schen Gleichungen,Springer,QEM + AI
Einführung. Technische Anwendungen,Springer,QEM + AI
Mitarbeiterbindung als konstitutives Element der Personalarbeit für wissensintensive Organisationen,Springer,QEM + AI
Basic Notions of Probability Theory,Springer,QEM + AI
On the density of geometrically finite Kleinian groups,Springer,QEM + AI
Noninvasive Electrical Sensor Devices to Monitor Living Cells Online,Springer,QEM + AI
Superdense matter,Springer,QEM + AI
The Weak Interaction Studied with Trapped Ions and Atoms,Springer,QEM + AI
Jean-Luc Benoziglio,Springer,QEM + AI
Interstellar Dust,Springer,QEM + AI
Tests of Gravity on Astrophysical Scales and Variation of the Constants,Springer,QEM + AI
Fano Varieties,Springer,QEM + AI
Nonlinear Vibrations: Classical Local Theory,Springer,QEM + AI
Nearly optimal perfectly periodic schedules,Springer,QEM + AI
Institutionensoziologische Ansätze,Springer,QEM + AI
A Quarterly Econometric Model of the Slovak Economy QEM-ECM-1.0,Springer,QEM + AI
Об условиях ограниченности полиномов на отрезке в случае их равномерной ограниченности на подмножестве зтого отрезка,Springer,QEM + AI
Models for Massive Neutrinos,Springer,QEM + AI
Mathematical Modeling of EMF Energy Absorption in Biological Systems,Springer,QEM + AI
Passive suppression of nonlinear panel flutter using piezoelectric materials with resonant circuit,Springer,QEM + AI
Randomness Helps,Springer,QEM + AI
Fuzzy Optimierung,Springer,QEM + AI
Torsion of Rational Homology Spheres,Springer,QEM + AI
Reguläre Sprachen und endliche Automaten,Springer,QEM + AI
Approximationssätze und indefinite Formen,Springer,QEM + AI
Particles Interacting with a Boson Field,Springer,QEM + AI
1. The Osserman Conditions in Semi-Riemannian Geometry,Springer,QEM + AI
Multi-Dimensional Dyadic Hardy Spaces,Springer,QEM + AI
Simplification and Compression of 3D Meshes,Springer,QEM + AI
Non-Anticipating Procedures of Control and Iteration Methods for Constructing Them,Springer,QEM + AI
Geodesics and Jacobi Fields,Springer,QEM + AI
Werkstoffe,Springer,QEM + AI
Dynamics of Dendritic Growth Interacting with Convective Flow,Springer,QEM + AI
Elektrischer Gleichstromkreis,Springer,QEM + AI
Principal invariants of Jacobi curves,Springer,QEM + AI
Computational Philosophy of Science,Springer,QEM + AI
“Bend-and-Break” Lemmas,Springer,QEM + AI
Modeling of the Mount Isa rougher-scavenger copper flotation circuit using size-by-liberation data,Springer,QEM + AI
Characterization of Titanium Surfaces,Springer,QEM + AI
Prox-Regularity and Subjets,Springer,QEM + AI
Weil bundles and jet spaces,Springer,QEM + AI
Engineering von Web-Applikationen,Springer,QEM + AI
Arithmetik,Springer,QEM + AI
Symplectic Geometry,Springer,QEM + AI
A Contribution to the Interpretation of Certain Nominal Forms in Birch Bark Texts,Springer,QEM + AI
E-commerce Site Evaluation: a Case Study,Springer,QEM + AI
"Algebraic Renormalization, from Supersymmetry to the Standard Model",Springer,QEM + AI
City: The Greens and the Blues,Springer,QEM + AI
Optimization Problems for Steady Flows of Viscous and Nonlinear Viscous Fluids,Springer,QEM + AI
On the status of the earliest Russian isogloss: four untenable and three questionable reasons for separating the progressive and the second regressive palatalization of Common Slavic,Springer,QEM + AI
Optimal Control by Coefficients in Elliptic Systems,Springer,QEM + AI
The silicon microstrip tracker for CMS,Springer,QEM + AI
Exponential Diophantine Equations Involving Products of Consecutive Integers and Related Equations,Springer,QEM + AI
Film technology,Springer,QEM + AI
"О функциях, удовлетворяюших ослабленному условию асимптотической моногенности",Springer,QEM + AI
Optimization of Deformable Solids,Springer,QEM + AI
The visibility function revisited,Springer,QEM + AI
The Emergence of Interactivity,Springer,QEM + AI
Complexity and rank of actions in invariant theory,Springer,QEM + AI
Kinematik der Speziellen Relativitätstheorie,Springer,QEM + AI
About Normal Form Method,Springer,QEM + AI
Алгебраические дроби Чебышева—Маркова на нескольких отрезках,Springer,QEM + AI
Potentielle natürliche Vegetation als Entwicklungsziel naturnaher Waldbewirtschaftung?,Springer,QEM + AI
Experimental Tests of the Standard Model,Springer,QEM + AI
Nonlinear Control of Multivariable Systems,Springer,QEM + AI
Wege in euklidischen Ebenen,Springer,QEM + AI
Estimate of the number of observations required to check the adequacy of dose-effect models,Springer,QEM + AI
Der Vergleich von Theorien an einem Einzelfall,Springer,QEM + AI
Reliability and Copper Interconnections with Low Dielectric Constant Materials,Springer,QEM + AI
Jacobian of a Flexible Manipulator Undergoing Large Elastic Displacements,Springer,QEM + AI
"Society of general internal medicine 22nd annual meeting San Francisco, California April 29–May 1, 1999 abstracts",Springer,QEM + AI
Spin Structures and Harmonic Spinors on Nonhyperelliptic Riemann Surfaces of Small Genera,Springer,QEM + AI
Quantitative evaluation of coal as source rocks,Springer,QEM + AI
Averaging the resolvent with a space-correlated random potential,Springer,QEM + AI
Highest Weight Modules Associated to Parabolic Subgroups with Commutative Unipotent Radicals,Springer,QEM + AI
A sequent calculus for circumscription,Springer,QEM + AI
Background Material,Springer,QEM + AI
"Uncertainty analysis and the relative contributions of geological factors for the Qingshankou source rocks in the North Songliao Basin, northeastern China",Springer,QEM + AI
Arbeitsanalyse,Springer,QEM + AI
Introduction. Technical Applications,Springer,QEM + AI
Lagrangian flows: The dynamics of globally minimizing orbits-II,Springer,QEM + AI
Fibrations of the Persistent Invariant Manifolds,Springer,QEM + AI
"Cooperation, Repetition, and Automata",Springer,QEM + AI
Gravity coupled with matter and the foundation of non-commutative geometry,Springer,QEM + AI
The Symmetries of the Standard Model,Springer,QEM + AI
Estimating densities of small fishes and decapod crustaceans in shallow estuarine habitats: A review of sampling design with focus on gear selection,Springer,QEM + AI
Reviews,Springer,QEM + AI
Verfahren mit rotatorischer Hauptbewegung,Springer,QEM + AI
Optical Absorption and Reflection,Springer,QEM + AI
Log-lineare Analyse kategorialer Daten,Springer,QEM + AI
Describing and comparing archaeological spatial structures,Springer,QEM + AI
ПОЛОЖЕНЕ РУСИСТИКИ В ШВЕЙЦАРИИ,Springer,QEM + AI
РУСИСТИКА В ЩБЕЦИИ,Springer,QEM + AI
"Abstracts submitted to the ninth biennial American motility society meeting September 28–October 1, 1996 Grand Traverse Resort, Traverse City, Michigan",Springer,QEM + AI
Русске языкознани0435; в италии,Springer,QEM + AI
Mixed monomial bases,Springer,QEM + AI
ЮусистикА в РОссии: осные нАПРАВЛЕНИя И СОСТОяНИЕ ИССЛЕДОВАНИЙ,Springer,QEM + AI
СОВРЕМЕННОЕ СОСТОяНИЕ БЛГАРССКОЙ РУСИСТИКИ,Springer,QEM + AI
РУСИСТИКА В АВСТРИИ,Springer,QEM + AI
Parallel composition of assumption-commitment specifications,Springer,QEM + AI
A decomposition algorithm for solving certain classes of production-transportation problems with concave production cost,Springer,QEM + AI
A study of contact interaction of two-layer shells,Springer,QEM + AI
D,Springer,QEM + AI
An estimate of the absolute value and width of the solution of a linear system of equations with tridiagonal interval matrix by the interval sweep method,Springer,QEM + AI
"Foreign Trade Policies, Domestic Competition and the Benefits of Imported and In-house Technologies in the Newly Industrialising Countries",Springer,QEM + AI
Ökonomische Analyse der Vertragskonstruktion,Springer,QEM + AI
Konjugation aus rationaler Sicht,Springer,QEM + AI
M,Springer,QEM + AI
Constrained Markov decision processes with total cost criteria: Occupation measures and primal LP,Springer,QEM + AI
Personifikationen,Springer,QEM + AI
P,Springer,QEM + AI
Sign-changes of the Thue-Morse fractal function and Dirichlet L-series,Springer,QEM + AI
Schichttechnik,Springer,QEM + AI
S,Springer,QEM + AI
The motivation of pluperfect auxiliary tense in theprimary chronicle,Springer,QEM + AI
НОВЫЕ ДАННЫЕ О ВОСТОЧНОСЛАВЯНСКОМ ВОКАЛИЗМЕ И ПРОСОДИИ,Springer,QEM + AI
Nonlinear Elliptic Equations,Springer,QEM + AI
Physical data,Springer,QEM + AI
A bright side of NP-hardness of interval computations: interval heuristics applied to NP-problems,Springer,QEM + AI
"The Banach spaceH 1(X, d, μ). II",Springer,QEM + AI
ОПЫТ МОДЕЛИРОВАНИЯ СЕМАНТИКИ ПРИСТАВОЧНЫХ ГЛАГОЛОВ В РУССКОМ ЯЗЫКЕ,Springer,QEM + AI
"К ОПИСАНИЮ СЕМАНТИКИ ОДНОЙ ГРУППЫ РУССКИХ НАРЕЧИЙ: СЛЕВА / СПРАВА, НАЛЕВО / НАПРАВО, ВЛЕВО / ВПРАВО",Springer,QEM + AI
On metrically conservative societies,Springer,QEM + AI
On the optimal shape of a hydrofoil,Springer,QEM + AI
Struktur und Eigenschaften der Materie,Springer,QEM + AI
Minimum cost design of RC frames using the DCOC method Part I: Columns under uniaxial bending actions,Springer,QEM + AI
Lie algebra cohomology and the fusion rules,Springer,QEM + AI
ЭПИЧЕСКАЯ ПРЕДИКАЦИЯ,Springer,QEM + AI
A Fixed-Point Model of a Distributed Memory Consistency Protocol,Springer,QEM + AI
Methods of Control Theory in Nonholonomic Geometry,Springer,QEM + AI
A combined method for enclosing all solutions of nonlinear systems of polynomial equations,Springer,QEM + AI
η Production via the Strong Interaction,Springer,QEM + AI
О влнянии русского языка на ительменский,Springer,QEM + AI
РУССКАЯ ПУНКТУАЦИОННАЯ СИСТЕМА И ВСТАВНЫЕ КОНСТРУКЦИИ,Springer,QEM + AI
Automorphisms of Complex Manifolds,Springer,QEM + AI
Automorphisms of G-Structures,Springer,QEM + AI
ИНтЕгРАльНыЕ пРЕДст АВлЕНИь В тРУБЧАтых ОБлАстьх НАД пОлИЁДРАМИ И ВОпРОсы пРИБлИжЕНИ ь ФУНкцИИ,Springer,QEM + AI
A survey of partial difference sets,Springer,QEM + AI
Identification of the mutations in the T-protein gene causing typical and atypical nonketotic hyperglycinemia,Springer,QEM + AI
Двадцать Лет Спустя: К Переизданию Книги В.М. Маркова,Springer,QEM + AI
List of references,Springer,QEM + AI
"Abstracts of the Biomedical Engineering Society 1995 Annual Fall Meeting, October 6–8, 1995",Springer,QEM + AI
М.М. КЕНИГСБЕРГ И ЕГО ФЕНОМЕНОЛОГИЯ СТИХА,Springer,QEM + AI
Abstract,Springer,QEM + AI
Представление и приб лижение периодических функц ий многих переменных с заданным смешанным модулем непрепывнос ти,Springer,QEM + AI
Homoclinic tangencies for hyperbolic sets of large Hausdorff dimension,Springer,QEM + AI
A Harmonic Analysis Approach to Problems in Nonlinear Partial Differential Equations,Springer,QEM + AI
Iterative Methoden für das semidefinite System,Springer,QEM + AI
Quantum-Mechanical Time,Springer,QEM + AI
Об Одном Типе Конструкций С Повтором Глагола в Русском Яэыке,Springer,QEM + AI
Optimal Influence Curves,Springer,QEM + AI
Analyse stochastischer Schwingungssysteme,Springer,QEM + AI
Dielektrische Keramiken,Springer,QEM + AI
Галлиямб У Волошина,Springer,QEM + AI
The Third Generation of Nuclear Physics with the Microscopic Cluster Model,Springer,QEM + AI
СИНТАКСИЧЕСКОЕ ПРЕДСТАВЛЕНИЕ РУССКОГО ИМПЕРСОНАЛА (ТИПАСВЕТАЕТ): К ИСТОРИИ И ТЕОРИИ ВОПРОСА,Springer,QEM + AI
Semistable measures and limit theorems on real andp-adic groups,Springer,QEM + AI
Mapping stereo and image matching algorithms onto parallel architectures,Springer,QEM + AI
Pharmacokinetics and metabolism of diltiazem in healthy males and females following a single oral dose,Springer,QEM + AI
Company Profiles,Springer,QEM + AI
ДРЕВНЕРУССКАЯ ЭПИГРАФИКА X–XIII ВВ.: ТЕКСТ И НОРМА,Springer,QEM + AI
